age,parch,sibsp,title,class,sex,embarked,cabinLetter,NumberCabin,target
33.0,2,1,13,2,1,3,8,200,1
23.0,0,0,13,2,1,1,3,203,1
22.0,0,0,9,3,1,3,8,200,0
29.69911764705882,0,0,12,1,2,3,9,14,0
34.0,0,1,12,2,2,3,8,200,0
29.0,0,1,12,3,2,3,8,200,0
22.0,0,0,12,3,2,3,8,200,0
2.0,1,0,9,3,1,3,8,200,1
9.0,2,5,8,3,2,3,8,200,0
29.69911764705882,0,0,12,2,2,3,8,200,0
50.0,0,0,12,3,2,3,8,200,0
63.0,0,0,13,3,1,3,8,200,1
25.0,0,1,12,1,2,1,1,49,1
29.69911764705882,1,3,9,3,1,3,8,200,0
35.0,0,1,13,1,1,3,2,93,1
58.0,0,0,12,1,2,1,1,37,0
30.0,0,0,12,3,2,3,8,200,0
9.0,1,1,8,3,2,3,8,200,1
29.69911764705882,0,1,12,3,2,3,8,200,0
21.0,0,0,12,3,2,3,8,200,0
55.0,0,0,12,1,2,3,2,30,0
71.0,0,0,12,1,2,1,8,200,0
21.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,1,8,200,0
54.0,0,1,9,1,1,1,3,20,1
29.69911764705882,0,0,12,3,2,3,8,200,0
25.0,2,1,13,1,1,3,2,22,0
24.0,0,0,12,3,2,3,8,200,0
17.0,0,0,12,3,2,3,8,200,0
21.0,0,0,9,3,1,2,8,200,0
29.69911764705882,0,0,9,3,1,2,8,200,0
37.0,0,0,9,3,1,3,8,200,0
16.0,0,0,9,1,1,3,1,79,1
18.0,0,1,12,1,2,1,2,65,0
33.0,2,0,13,2,1,3,8,200,1
29.69911764705882,0,0,12,1,2,3,8,200,1
28.0,0,0,12,3,2,3,8,200,0
26.0,0,0,12,3,2,3,8,200,1
29.0,0,0,12,3,2,2,8,200,1
29.69911764705882,0,0,12,3,2,3,8,200,0
36.0,0,0,12,1,2,3,4,25,1
54.0,0,1,13,1,1,1,8,200,1
24.0,0,0,12,3,2,3,8,200,0
47.0,0,0,12,1,2,3,3,46,0
34.0,0,0,13,2,1,3,5,33,1
29.69911764705882,0,0,12,3,2,2,8,200,0
36.0,0,1,13,2,1,3,8,200,1
32.0,0,0,12,3,2,3,8,200,0
30.0,0,0,9,1,1,3,1,73,1
22.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,1,8,200,0
44.0,1,0,13,1,1,1,1,18,1
29.69911764705882,0,0,12,3,2,1,8,200,0
40.5,0,0,12,3,2,2,8,200,0
50.0,0,0,9,2,1,3,8,200,1
29.69911764705882,0,0,12,1,2,3,2,95,0
39.0,0,0,12,3,2,3,8,200,0
23.0,1,2,12,2,2,3,8,200,0
2.0,1,1,9,2,1,3,8,200,1
29.69911764705882,0,0,12,3,2,1,8,200,0
17.0,1,1,12,3,2,1,8,200,0
29.69911764705882,2,0,13,3,1,1,8,200,1
30.0,0,0,9,3,1,3,8,200,0
7.0,2,0,9,2,1,3,8,200,1
45.0,0,0,7,1,2,3,1,38,0
30.0,0,0,9,1,1,1,8,200,1
29.69911764705882,0,0,12,3,2,3,8,200,0
22.0,2,0,9,1,1,1,1,39,1
36.0,2,0,9,1,1,3,1,22,1
9.0,2,4,9,3,1,3,8,200,0
11.0,2,4,9,3,1,3,8,200,0
32.0,0,1,12,2,2,3,8,200,1
50.0,0,1,12,1,2,1,2,86,0
64.0,0,0,12,1,2,3,8,200,0
19.0,0,1,13,2,1,3,8,200,1
29.69911764705882,0,0,12,2,2,1,8,200,1
33.0,1,1,12,3,2,3,8,200,0
8.0,1,1,8,2,2,3,8,200,1
17.0,2,0,12,1,2,1,2,70,1
27.0,0,0,12,2,2,3,8,200,0
29.69911764705882,0,0,12,3,2,2,8,200,0
22.0,0,0,12,3,2,1,8,200,1
22.0,0,0,9,3,1,3,8,200,1
62.0,0,0,12,1,2,3,8,200,0
48.0,0,1,6,1,1,1,9,16,1
29.69911764705882,0,0,12,1,2,1,8,200,0
39.0,1,1,13,1,1,3,4,67,1
36.0,0,1,13,3,1,3,8,200,1
29.69911764705882,0,0,12,3,2,2,8,200,0
40.0,0,0,12,3,2,3,8,200,0
28.0,0,0,12,2,2,3,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,9,3,1,3,8,200,0
24.0,0,2,12,3,2,3,8,200,0
19.0,0,0,12,3,2,3,8,200,0
29.0,4,0,13,3,1,3,8,200,0
29.69911764705882,0,0,12,3,2,1,8,200,0
32.0,0,0,12,3,2,3,8,200,1
62.0,0,0,12,2,2,3,8,200,1
53.0,0,2,13,1,1,3,2,101,1
36.0,0,0,12,1,2,3,4,25,1
29.69911764705882,0,0,9,3,1,2,8,200,1
16.0,0,0,12,3,2,3,8,200,0
19.0,0,0,12,3,2,3,8,200,0
34.0,0,0,9,2,1,3,8,200,1
39.0,0,1,13,1,1,3,4,44,1
29.69911764705882,0,1,13,3,1,1,8,200,0
32.0,0,0,12,3,2,3,8,200,1
25.0,1,1,9,2,1,3,8,200,1
39.0,1,1,13,1,1,1,2,68,1
54.0,0,0,12,2,2,3,8,200,0
36.0,0,0,12,1,2,1,9,10,0
29.69911764705882,0,0,12,3,2,1,8,200,0
18.0,2,0,9,1,1,3,4,68,1
47.0,0,0,12,2,2,3,8,200,0
60.0,1,1,12,1,2,1,1,41,1
22.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,0
35.0,0,0,12,3,2,3,8,200,0
52.0,0,1,13,1,1,1,3,20,1
47.0,0,0,12,3,2,3,8,200,0
29.69911764705882,2,0,9,3,1,2,8,200,0
37.0,0,1,12,2,2,3,8,200,0
36.0,1,1,12,3,2,3,8,200,0
29.69911764705882,0,0,9,2,1,3,8,200,1
49.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,1,8,200,0
49.0,0,1,16,1,2,1,9,20,1
24.0,1,2,13,2,1,3,8,200,1
29.69911764705882,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,1,2,3,8,200,0
44.0,0,0,12,3,2,3,8,200,0
35.0,0,0,12,1,2,1,8,200,1
36.0,0,1,12,3,2,3,8,200,0
30.0,0,0,12,3,2,3,8,200,0
27.0,0,0,12,1,2,3,8,200,1
22.0,2,1,13,2,1,1,8,200,1
